"","Filtros"
"Cancelada","Não"
"Operação","S - Venda"

"Documento","Código Produto","Cancelada","Operação","Valor item NF","Valor Total Item","Desconto Item","Plano de Pagamento","Qtde Item","Descrição Produto","Linha Produto","Setor Produto","Aprovador Desconto"
"33176","5704","Não","S - Venda","44,75","44,75","0,00","DINHEIRO","1,00","Garrafa Term 250ml Firenze Mini Pt","Chimarrao","Utilidades Domesticas","(blank)"
"33177","5704","Não","S - Venda","44,75","44,75","0,00","DINHEIRO","1,00","Garrafa Term 250ml Firenze Mini Pt","Chimarrao","Utilidades Domesticas","(blank)"
"33178","9794486","Não","S - Venda","22,13","22,13","0,00","DÉBITO - REDE CARD","1,50","Toalha Mesa Pvc 0.10mm 1.40m Pimenta","Bazar","Bazar","(blank)"
"33179","15077","Não","S - Venda","0,75","0,75","0,00","DINHEIRO","1,00","Lapis Leoeleo Vd Sextavado C/ Borracha","Acessorios Escolares","Escolar/escritorio","(blank)"
"33179","4823","Não","S - Venda","1,50","1,50","0,00","DINHEIRO","1,00","Apontador Classico Neon Faber","Acessorios Escolares","Escolar/escritorio","(blank)"
"33180","12707","Não","S - Venda","31,50","31,50","0,00","DINHEIRO","1,00","Escumadeira Fortaleza Hotel 12.5","Lancheria","Lancheria","(blank)"
"33180","10698","Não","S - Venda","42,50","42,50","0,00","DINHEIRO","2,00","Capa Terno com Ziper Plast Leo","Bazar","Bazar","(blank)"
"33180","30420","Não","S - Venda","37,00","37,00","0,00","DINHEIRO","1,00","Escumadeira Cocina Ix 3 IXB07151","Talheres de Servir","Utilidades Domesticas","(blank)"
"33180","9793623","Não","S - Venda","80,00","80,00","0,00","DINHEIRO","1,00","Torneira Cozinha Parede Bica Movel Light 1/4 Volta 1167 C31","Pecas Frias","Hidraulicos","(blank)"
"33181","21900","Não","S - Venda","6,00","6,00","0,00","DINHEIRO","1,00","Puxador Baumino 96mm Grafite 001.786.0012","Puxadores e Fechaduras","Ferragem","(blank)"
"33181","426862","Não","S - Venda","1,50","1,50","0,00","DINHEIRO","2,00","Conector Coaxial Rosc Rg59 Mister","Acessorios Tv","Elétrica","(blank)"
"33181","1384","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Caneta Esf Trilux P.Media Pt","Acessorios Escolares","Escolar/escritorio","(blank)"
"33182","10018","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Saleiro Plast Sanremo Gd 305","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"33182","14196","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","1,00","Organizador Ret 1.4l Jaguar Slim","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33183","9788745","Não","S - Venda","29,00","29,00","0,00","CRÉDITO 1X - REDE CARD","2,00","Esponja Banho Hedera Leao da Coragem","Acessorios de Banheiro","Hidraulicos","(blank)"
"33183","6718","Não","S - Venda","2,00","2,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Cad 1/4 Broch Cf 48fls Jandainha","Cadernos","Escolar/escritorio","(blank)"
"33183","9791968","Não","S - Venda","6,75","6,75","0,00","CRÉDITO 1X - REDE CARD","3,00","Fita Adesiva PP Transp 12mm 40m COD218","Acessorios Escolares","Escolar/escritorio","(blank)"
"33183","9792411","Não","S - Venda","6,00","6,00","0,00","CRÉDITO 1X - REDE CARD","2,00","Cola Bastao 40g Onda","Acessorios Escolares","Escolar/escritorio","(blank)"
"33184","31125","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","1,00","Caneta Esf 0.7mm Pentonic Pt","Acessorios Escolares","Escolar/escritorio","(blank)"
"33185","11125","Não","S - Venda","37,25","37,25","0,00","DINHEIRO","1,00","Resistencia Loren Easy 5500w 3056 P2","Chuveiros e Aquecedores","Elétrica","(blank)"
"33186","9792838","Não","S - Venda","17,50","17,50","0,00","BANRICOMPRAS 2X TEF","1,00","Acendedor Bic Ez Reach 971258","Caixas","Caixas","(blank)"
"33186","8036","Não","S - Venda","10,25","10,25","0,00","BANRICOMPRAS 2X TEF","1,00","Escova Bettanin Varre Mesa","Lavanderia","Lavanderia","(blank)"
"33186","5038","Não","S - Venda","8,75","8,75","0,00","BANRICOMPRAS 2X TEF","1,00","Marcador Permanente Faber-Castell 1.0mm Az Metal","Acessorios Escolares","Escolar/escritorio","(blank)"
"33186","5039","Não","S - Venda","8,75","8,75","0,00","BANRICOMPRAS 2X TEF","1,00","Marcador Permanente Faber-Castell 1.0mm Rs Metal","Acessorios Escolares","Escolar/escritorio","(blank)"
"33186","9793961","Não","S - Venda","25,50","25,50","0,00","BANRICOMPRAS 2X TEF","2,00","Organizador Gaveta Uz Liso 125x340 Pt","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33186","9794674","Não","S - Venda","7,25","7,25","0,00","BANRICOMPRAS 2X TEF","1,00","Cabo Auxiliar P2 Colorido Altomex AL-C30","Caixas","Caixas","(blank)"
"33187","4197","Não","S - Venda","18,25","18,25","0,00","CRÉDITO ELO 1X - REDE CARD","1,00","Pote Vidro Maracatu 1.2l","Loucas de Servir","Loucas","(blank)"
"33187","10497","Não","S - Venda","11,00","11,00","0,00","CRÉDITO ELO 1X - REDE CARD","1,00","Pulverizador Sanremo 580ml Plast Transp","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33188","14861","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","1,00","Envelope Kraft Natural25 176x250mm","Papelaria","Escolar/escritorio","(blank)"
"33189","26866","Não","S - Venda","5,75","5,75","0,00","DÉBITO - REDE CARD","1,00","Engate Rapido Passag P/ Mangueira 1/2 Cm200","Jardim","Jardinagem/flores","(blank)"
"33189","9791612","Não","S - Venda","3,75","3,75","0,00","DÉBITO - REDE CARD","1,00","Adaptador Femea Plast C/ Rosca 3/4","Jardim","Jardinagem/flores","(blank)"
"33190","19958","Não","S - Venda","14,75","14,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Tapete Box 38x69cm P DTA0204","Acessorios de Banheiro","Hidraulicos","(blank)"
"33190","8137","Não","S - Venda","11,00","11,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Gancho Adesivo 3pc","Bazar","Bazar","(blank)"
"33190","20921","Não","S - Venda","16,25","16,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Brinquedo Vinil Avipet Diversos","Pet","Pet","(blank)"
"33191","28872","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","1,00","Esponja Banho 95788","Acessorios de Banheiro","Hidraulicos","(blank)"
"33191","29272","Não","S - Venda","19,50","19,50","0,00","DINHEIRO","1,00","Escova Banho 35x2cm","Lavanderia","Lavanderia","(blank)"
"33192","16117","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","1,00","Puxador Branco Verniz / Verde Verniz","Puxadores e Fechaduras","Ferragem","(blank)"
"33192","24906","Não","S - Venda","23,90","23,90","0,00","DINHEIRO","1,00","Lampada Led Avant Br 09w 6500k Bivolt 6un","Lampadas","Elétrica","(blank)"
"33193","30555","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Cola Em Bastao 21g","Acessorios Escolares","Escolar/escritorio","(blank)"
"33194","14543","Não","S - Venda","24,50","24,50","0,00","DINHEIRO","2,00","Lampada Tubo Led T8 20.5W 6500K Taschibra","Lampadas","Elétrica","(blank)"
"33195","18400","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Lampada Led Br F 09.0w 6500k","Lampadas","Elétrica","(blank)"
"33196","16035","Não","S - Venda","22,50","22,50","0,00","DINHEIRO","15,00","Corda Pp Tropical Multicor 4mm Rl","Fracionados","Fracionados","(blank)"
"33196","10169","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Prendedor Roupas Sanremo","Lavanderia","Lavanderia","(blank)"
"33196","10360","Não","S - Venda","5,99","5,99","0,00","DINHEIRO","1,00","Pregador Roupa Sanremo Plast SR900/288","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33197","9792182","Não","S - Venda","47,75","47,75","0,00","DÉBITO - REDE CARD","1,00","Prato Termico Minnie Baby C/ 2 Colheres","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33198","3718","Não","S - Venda","9,75","9,75","0,00","DÉBITO - REDE CARD","1,00","Omeleteira Plasvale Br","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33199","286701","Não","S - Venda","20,00","20,00","0,00","DINHEIRO","2,00","Abracadeira Lacre Br 200x3.6 C/100","Fixadores","Ferragem","(blank)"
"33200","6314","Não","S - Venda","1,00","1,00","0,00","CRÉDITO 1X - REDE CARD","1,00","Lixa Massa Lmv0057  G220 Vonder","Pintura","Ferragem","(blank)"
"33200","19815","Não","S - Venda","28,50","28,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Tinta Spray 350ml  Metalico Preto Tekbond","Quimicos","Ferragem","(blank)"
"33200","9788724","Não","S - Venda","11,25","11,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Bucha Vegetal Hedera P/ Banho","Acessorios de Banheiro","Hidraulicos","(blank)"
"33201","5409","Não","S - Venda","6,25","6,25","0,00","DINHEIRO","1,00","Pincel Escolar Tigre Redondo 266-18 Ponei","Acessorios Escolares","Escolar/escritorio","(blank)"
"33201","5402","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","1,00","Pincel Escolar Tigre Redondo 266-04 Ponei","Acessorios Escolares","Escolar/escritorio","(blank)"
"33201","5411","Não","S - Venda","9,25","9,25","0,00","DINHEIRO","1,00","Pincel Escolar Tigre Redondo 266-22 Ponei","Acessorios Escolares","Escolar/escritorio","(blank)"
"33201","5405","Não","S - Venda","3,50","3,50","0,00","DINHEIRO","1,00","Pincel Escolar Tigre Redondo 266-10 Ponei","Acessorios Escolares","Escolar/escritorio","(blank)"
"33202","4687","Não","S - Venda","17,75","17,75","0,00","DÉBITO - REDE CARD","1,00","Veda Porta 100cm Pratcasa Tradicional","Bazar","Bazar","(blank)"
"33203","6302","Não","S - Venda","23,50","23,50","0,00","DÉBITO - REDE CARD","1,00","Luva Mista Raspa/Lona Vonder","Acessorios de Ferragem","Ferragem","(blank)"
"33203","9794410","Não","S - Venda","9,25","9,25","0,00","DÉBITO - REDE CARD","1,00","Luva Malha Emborrachada Grossa Startools","Acessorios de Ferragem","Ferragem","(blank)"
"33204","12892","Não","S - Venda","77,75","77,75","0,00","CRÉDITO ELO 3X - REDE CARD","1,00","Secador Pratos Cama Prime Crom/Plast Br","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"33205","6302","Não","S - Venda","23,50","23,50","0,00","BANRICOMPRAS 1X TEF","1,00","Luva Mista Raspa/Lona Vonder","Acessorios de Ferragem","Ferragem","(blank)"
"33205","2148","Não","S - Venda","47,75","47,75","0,00","BANRICOMPRAS 1X TEF","1,00","Ampola Termolar CO P/Garrafa Térmica Pressao 1L","Chimarrao","Utilidades Domesticas","(blank)"
"33206","399395","Não","S - Venda","36,00","36,00","0,00","DINHEIRO","24,00","Ponteira Reforcada 5/8 Pt","Acessorios de Ferragem","Ferragem","(blank)"
"33207","9794648","Não","S - Venda","14,25","14,25","0,00","DINHEIRO","1,00","Forma P/ Air Fryer Quadrada 17.5CMX20CMX5CM BS0119","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33207","9794649","Não","S - Venda","14,25","14,25","0,00","DINHEIRO","1,00","Forma P/ Air Fryer Red 17CMX20CMX5CM BS0120","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33208","2994","Não","S - Venda","38,25","38,25","0,00","QR LINX","1,00","Frigideira Tramontina Turim 22 Vm","Panelas e Afins","Utilidades Domesticas","(blank)"
"33208","2921","Não","S - Venda","9,75","9,75","0,00","QR LINX","3,00","Faca Churrasco Tramontina Leme Vm","Talheres de Mesa","Utilidades Domesticas","(blank)"
"33209","7254","Não","S - Venda","4,50","4,50","0,00","DÉBITO - REDE CARD","1,00","Coca Cola Lata 350ml S/ Acucar","Bebidas","Bebidas","(blank)"
"33210","10521","Não","S - Venda","8,49","8,49","0,00","DINHEIRO","1,00","Borrifador 350ml Sanremo Plast","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33210","9790251","Não","S - Venda","4,25","4,25","0,00","DINHEIRO","1,00","Luva Soft Pigmentada Startools","Acessorios de Ferragem","Ferragem","(blank)"
"33211","15385","Não","S - Venda","49,50","49,50","0,00","DINHEIRO","1,00","Ducha 5500w Linea 3t Zagonel Br","Chuveiros e Aquecedores","Elétrica","(blank)"
"33212","26018","Não","S - Venda","8,25","8,25","0,00","DINHEIRO","1,00","Cj Costura 33 Pcs Sortido BEE1006","Aces. Liquidif. e Cafet.","Utilidades Domesticas","(blank)"
"33213","9789418","Não","S - Venda","39,00","39,00","0,00","DINHEIRO","1,00","Cj Cama Microfibra 2 Pcs Solteiro Sort","Cama e Banho","Bazar","(blank)"
"33214","442206","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","20,00","Parafuso Madeira 5.0x50 Chata Chipboard Mister","Fixadores","Ferragem","(blank)"
"33214","442213","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","20,00","Parafuso Madeira 5.0x60 Chata Chipboard Mister","Fixadores","Ferragem","(blank)"
"33214","9792422","Não","S - Venda","58,25","58,25","0,00","DINHEIRO","1,00","Grampeador Profissional Metal","Acessorios Escolares","Escolar/escritorio","(blank)"
"33215","30456","Não","S - Venda","13,50","13,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Pote 600ml Tempero Amare C/ Tampa","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33215","242684","Não","S - Venda","1,25","1,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Tampa Vidro Conserva Br Br-1 58","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33216","7337","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Mentos Strong Mint 8.5g","Caixas","Caixas","(blank)"
"33216","1251","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Trident Max Hortela Fresca","Caixas","Caixas","(blank)"
"33217","7250","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Sprite Lemon Fresh Pet 510ml","Bebidas","Bebidas","(blank)"
"33218","7268","Não","S - Venda","45,75","45,75","0,00","DINHEIRO","1,00","Tigela Marinex 3.0l Plus Astral","Loucas de Servir","Loucas","(blank)"
"33218","10002","Não","S - Venda","24,50","24,50","0,00","DINHEIRO","1,00","Lixeira Plástica Para Pia Com Tampa Basculante 6.5l - Sanremo","Lavanderia","Lavanderia","(blank)"
"33218","10499","Não","S - Venda","19,90","19,90","0,00","DINHEIRO","1,00","Organizado Sanremor 6l Plast SR901/555","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33219","9794538","Não","S - Venda","3,75","3,75","0,00","DINHEIRO","1,00","Ralinho Pia Acab Al Nacional","Pecas Frias","Hidraulicos","(blank)"
"33220","399203","Não","S - Venda","11,25","11,25","0,00","DINHEIRO","15,00","Ponteira Cadeira 1 Red Int","Acessorios de Ferragem","Ferragem","(blank)"
"33221","9790610","Não","S - Venda","44,25","44,25","0,00","DÉBITO - REDE CARD","1,00","SUPORTE P/ SECADOR DE CABELO","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"33221","8137","Não","S - Venda","11,00","11,00","0,00","DÉBITO - REDE CARD","1,00","Gancho Adesivo 3pc","Bazar","Bazar","(blank)"
"33221","9794547","Não","S - Venda","14,75","14,75","0,00","DÉBITO - REDE CARD","1,00","Tira Manchas Tecidos Allchem 120ml","Bazar","Bazar","(blank)"
"33221","13708","Não","S - Venda","18,75","18,75","0,00","DÉBITO - REDE CARD","1,00","Limpa Fornos Saif 300ml","Lavanderia","Lavanderia","(blank)"
"33221","26049","Não","S - Venda","16,75","16,75","0,00","DÉBITO - REDE CARD","1,00","Gancho Inox Porta Duplo","Bazar","Bazar","(blank)"
"33221","12793","Não","S - Venda","14,25","14,25","0,00","DÉBITO - REDE CARD","1,00","Cabide Maxx 2 Ganchos P/ Porta","Lavanderia","Lavanderia","(blank)"
"33221","10682","Não","S - Venda","20,75","20,75","0,00","DÉBITO - REDE CARD","1,00","Toalha Mesa Trasparente Plast Leo 816","Bazar","Bazar","(blank)"
"33221","2486","Não","S - Venda","6,25","6,25","0,00","DÉBITO - REDE CARD","1,00","Esponja Limp Pesada L4p3","Lavanderia","Lavanderia","(blank)"
"33221","3760","Não","S - Venda","25,25","25,25","0,00","DÉBITO - REDE CARD","1,00","Pasta Abrasiva Tramontina","Quimicos","Ferragem","(blank)"
"33221","20253","Não","S - Venda","15,00","15,00","0,00","DÉBITO - REDE CARD","1,00","Capa Banco C/ Babado Rosangela","Bazar","Bazar","(blank)"
"33222","29332","Não","S - Venda","25,25","25,25","0,00","DINHEIRO","1,00","Caneca Dizeres Ceramica CEC01082","Loucas de Mesa","Loucas","(blank)"
"33223","30555","Não","S - Venda","1,75","1,75","0,00","DINHEIRO","1,00","Cola Em Bastao 21g","Acessorios Escolares","Escolar/escritorio","(blank)"
"33224","9791967","Não","S - Venda","25,00","25,00","0,00","DINHEIRO","4,00","Fita Adesiva PP Transp 45mm 45m COD220","Acessorios Escolares","Escolar/escritorio","(blank)"
"33225","128407","Não","S - Venda","12,75","12,75","0,00","DINHEIRO","3,00","Abracadeira Lacre Br 100x2.5 C/100","Fixadores","Ferragem","(blank)"
"33226","4454","Não","S - Venda","9,50","9,50","0,00","DINHEIRO","1,00","Sifao Sanfonado Universal Astra","Acessorios de Banheiro","Hidraulicos","(blank)"
"33227","9791207","Não","S - Venda","59,90","59,90","0,00","CRÉDITO 3X - REDE CARD","1,00","ATE QUE TENHAMOS ROSTOS - A RELEITURA DE UM MITO","Livros","Escolar/escritorio","(blank)"
"33227","9789950","Não","S - Venda","39,90","39,90","0,00","CRÉDITO 3X - REDE CARD","1,00","365 DIAS DE INTELIGENCIA","Livros","Escolar/escritorio","(blank)"
"33228","9794388","Não","S - Venda","9,00","9,00","0,00","DINHEIRO","4,00","Suporte Prateleira 4X5cm Ferro 0.7mm Startools","Acessorios de Ferragem","Ferragem","(blank)"
"33228","9794401","Não","S - Venda","14,00","14,00","0,00","DINHEIRO","8,00","Suporte Prateleira 3x4cm/0.7mm Startools","Acessorios de Ferragem","Ferragem","(blank)"
"33228","9794410","Não","S - Venda","18,50","18,50","0,00","DINHEIRO","2,00","Luva Malha Emborrachada Grossa Startools","Acessorios de Ferragem","Ferragem","(blank)"
"33229","9792641","Não","S - Venda","19,00","19,00","0,00","DINHEIRO","1,00","Forma Pizza 36cm CM36","Panelas e Afins","Utilidades Domesticas","(blank)"
"33230","13986","Não","S - Venda","21,75","21,75","0,00","DINHEIRO","1,00","Vela Got Esteril","Pecas Frias","Hidraulicos","(blank)"
"33231","10429","Não","S - Venda","7,50","7,50","0,00","DINHEIRO","2,00","Pote Sanremo Plast SR10/37","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33231","9791558","Não","S - Venda","3,75","3,75","0,00","DINHEIRO","1,00","Caneta Hidroc Plus Lavavel 6 Cores WPD20057","Acessorios Escolares","Escolar/escritorio","(blank)"
"33231","9793688","Não","S - Venda","11,25","11,25","0,00","DINHEIRO","1,00","Giz De Cera Gizao 12 Cores Bic Evolution","Acessorios Escolares","Escolar/escritorio","(blank)"
"33231","30349","Não","S - Venda","6,75","6,75","0,00","DINHEIRO","1,00","Lapis Hexagonais Ecolog WPD10004","Acessorios Escolares","Escolar/escritorio","(blank)"
"33231","318","Não","S - Venda","8,75","8,75","0,00","DINHEIRO","1,00","Cola Escolar Bic 90G","Acessorios Escolares","Escolar/escritorio","(blank)"
"33231","30565","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","1,00","Caneta Hidroc Onda 12 Cores","Acessorios Escolares","Escolar/escritorio","(blank)"
"33231","13030","Não","S - Venda","23,25","23,25","0,00","DINHEIRO","1,00","Quebra Cabeca Soletrar Minha Escolinha","Brinquedos","Brinquedos","(blank)"
"33231","30538","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Ler E Colorir Disney Sortido B 6 Capas","Livros","Escolar/escritorio","(blank)"
"33231","9788566","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Livro Colorir Marvel","Livros","Escolar/escritorio","(blank)"
"33231","9794255","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","1,00","Papel Oficio A4 Pct 100 Fls Supremo Paper","Papelaria","Escolar/escritorio","(blank)"
"33231","6741","Não","S - Venda","17,00","17,00","0,00","DINHEIRO","1,00","Bloco A4 Neon Colore 50f Jandainha","Cadernos","Escolar/escritorio","(blank)"
"33231","16265","Não","S - Venda","7,75","7,75","0,00","DINHEIRO","1,00","Squeeze 250ml Sleeve Mickey Mouse","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33231","16266","Não","S - Venda","7,75","7,75","0,00","DINHEIRO","1,00","Squeeze 250ml Sleeve Minnie Mouse","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33231","9788628","Não","S - Venda","22,49","22,49","0,00","DINHEIRO","1,00","Churros Facil","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"33232","7834","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","1,00","Chiclete Bubbaloo Morango 5g","Caixas","Caixas","(blank)"
"33232","10255","Não","S - Venda","3,75","3,75","0,00","DINHEIRO","1,00","Pote Plastico Sortido Sanremo SR10/31","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"33232","10429","Não","S - Venda","3,75","3,75","0,00","DINHEIRO","1,00","Pote Sanremo Plast SR10/37","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
